lambda,mean_cost,mean_cost_std,ES_0.8,ES_0.8_std,ES_0.6,ES_0.6_std,variance,variance_std
0.0,0.006507596955634654,0.0047427321697184,0.9251327514648438,0.005590292879138818,0.5657095432281494,0.004245888619263546,0.44959294199943545,0.007342896280159519
0.25,0.016007484495639802,0.004759651947911433,0.9158984899520874,0.007286168654863329,0.5612109780311585,0.005364132200864954,0.4293248772621155,0.003426293269000901
0.5,0.019291490502655505,0.005949349215971203,0.9117983818054199,0.007264062717332862,0.5594947576522827,0.005305122199285159,0.4213132679462433,0.00433466249043031
0.75,0.02141575962305069,0.0059464295444708205,0.9108630895614624,0.0068205836138432,0.5595680475234985,0.004778351825777548,0.4176404535770416,0.005754743171285446
1.0,0.02593512423336506,0.007428528935063739,0.9098588943481445,0.006823191836989809,0.5605262637138366,0.00435899557618177,0.4116978645324707,0.008285021464309183
